,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
245,30656478,318 Spruce Street #1804,Waterloo,1,1/0,2015,,527,$512.33,"$275,000","$270,000",06/29/2018,98.18,53
246,30667843,55 Green Valley Drive #1909,Kitchener,2,2/0,,,950,$284.21,"$274,900","$270,000",08/14/2018,98.22,49
247,30672902,931 Glasgow Street #38D,Kitchener,1,1/0,2011,,753,$358.57,"$264,900","$270,000",08/01/2018,101.93,17
248,30676046,43 Thaler Avenue #15,Kitchener,2,1/1,,,918,$294.12,"$270,000","$270,000",07/29/2018,100.00,
249,30676694,1414 KING Street #304,Kitchener,2,1/0,1988,,"1,055",$255.92,"$279,900","$270,000",08/17/2018,96.46,20
250,30679460,312 Bluevale Street #E,Waterloo,3,1/1,1977,,"1,287",$209.79,"$275,000","$270,000",10/03/2018,98.18,50
251,30683656,50 HILLBROOK Crescent,Kitchener,3,1/1,1973,,"1,886",$143.16,"$250,000","$270,000",09/06/2018,108.00,1
252,30691503,240 Highland Crescent #26,Kitchener,2,2/0,1990,,"1,170",$230.77,"$274,900","$270,000",10/29/2018,98.22,20
253,30691710,150 Westcourt Place,Waterloo,3,1/1,,,"1,056",$255.68,"$284,900","$270,000",11/16/2018,94.77,39
254,30692789,190 Grulke Street #3,Kitchener,3,1/1,,,"1,363",$198.09,"$275,000","$270,000",11/15/2018,98.18,35
255,30696534,776 LAURELWOOD Drive #405,Waterloo,1,1/0,2012,,678,$398.23,"$269,900","$270,000",11/15/2018,100.04,14
256,30673495,975 STRASBURG Road #24A,Kitchener,1,1/0,,,514,$525.49,"$269,900","$270,100",07/26/2018,100.07,11
257,30667110,3227 King Street #204,Kitchener,2,2/0,1990,,"1,020",$265.88,"$244,900","$271,200",06/27/2018,110.74,9
258,30673403,423 WESTWOOD Drive #36,Kitchener,3,1/1,1973,,"1,136",$239.00,"$274,900","$271,500",08/24/2018,98.76,38
259,30673954,415 MORGAN Avenue #17,Kitchener,3,1/1,,,"1,166",$232.85,"$259,000","$271,500",07/26/2018,104.83,9
260,30691703,300 Westcourt Place,Waterloo,3,1/0,,,"1,082",$251.39,"$284,900","$272,000",11/07/2018,95.47,29
261,30695570,415 Morgan Avenue #53,Kitchener,2,1/1,,,"1,140",$238.60,"$249,900","$272,000",11/12/2018,108.84,17
262,30653524,318 Spruce Street #501,Waterloo,2,1/1,,,730,$376.71,"$289,900","$275,000",07/03/2018,94.86,64
