,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
48,KW1237661,64 Benton Street #404,Kitchener,1,0/0,1976,,600,$195.83,"$119,900","$117,500",10/25/2012,98.00,36
49,CA1294011,29 West Avenue #411,Kitchener,2,1/0,1970,,940,$125.53,"$122,500","$118,000",08/21/2012,96.33,7
50,KW1137994,10 Ellen Street #103,Kitchener,0,0/0,1989,,425,$277.65,"$129,900","$118,000",09/13/2012,90.84,61
51,KW1232209,18 Holborn Court #204,Kitchener,2,0/0,,,,,"$124,900","$118,000",10/30/2012,94.48,94
52,KW1227761,64 Benton Street #1302,Kitchener,1,0/0,,,600,$197.50,"$121,000","$118,500",06/27/2012,97.93,13
53,KW1225228,18 Holborn Court #509,Kitchener,2,0/0,,,,,"$122,500","$119,000",06/29/2012,97.14,35
54,KW1228012,1414 King Street #706,Kitchener,1,0/0,1987,,,,"$129,900","$120,000",08/09/2012,92.38,48
55,KW1225108,24 Mooregate Crescent ##203,Kitchener,2,0/0,,,,,"$124,900","$122,000",07/04/2012,97.68,41
56,KW1237251,225 Harvard Place #711,Waterloo,1,0/0,,,,,"$124,900","$122,000",10/16/2012,97.68,39
57,KW1237924,1414 King Street #206,Kitchener,1,0/0,1987,,730,$167.12,"$129,900","$122,000",11/05/2012,93.92,38
58,KW1224413,18 Holborn Court #311,Kitchener,2,0/0,,,"1,000",$123.00,"$126,800","$123,000",07/11/2012,97.00,65
59,KW1224980,41 Cedar Street,Kitchener,3,0/0,,,,,"$129,000","$123,000",07/19/2012,95.35,62
60,KW1225455,266 Overlea Drive #101,Kitchener,2,0/0,1989,,750,$166.67,"$129,900","$125,000",08/27/2012,96.23,89
61,KW1241336,30 Bridge Street #104,Kitchener,2,0/0,1990,,800,$156.25,"$127,900","$125,000",10/26/2012,97.73,19
62,KW1244017,266 Overlea Drive #402,Kitchener,2,0/0,,,,,"$129,900","$125,000",11/09/2012,96.23,8
63,CA1295227,511 Admiral Road #51,London,3,2/0,2012,,"1,161",$108.44,"$129,900","$125,900",11/13/2012,96.92,32
64,KW1221253,399 Pioneer Drive #4,Kitchener,2,0/0,1977,,,,"$129,900","$126,000",09/25/2012,97.00,167
65,KW1227716,80 Breckenridge Drive #202,Kitchener,2,0/0,,,827,$156.59,"$136,000","$129,500",07/17/2012,95.22,34
